index,gm_code,municipality,gender,age_group,education,vote_2030
1895,GM0301    ,Zutphen,male,65-75,Basisonderwijs,CDA
1896,GM0748    ,Bergen op Zoom,male,55-65,"Hbo-, wo-master, doctor",VVD
1897,GM0213    ,Brummen,female,65-75,"Hbo-, wo-bachelor",CDA
1898,GM1507    ,Horst aan de Maas,female,45-55,"Hbo-, wo-master, doctor",D66
1899,GM0232    ,Epe,male,45-55,"Havo, vwo, mbo2-4",CDA
1900,GM1911    ,Hollands Kroon,male,55-65,"Havo, vwo, mbo2-4",BBB
1901,GM0160    ,Hardenberg,male,55-65,Basisonderwijs,BBB
1902,GM0296    ,Wijchen,female,35-45,"Hbo-, wo-bachelor",D66
1903,GM0344    ,Utrecht (gemeente),male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1904,GM0882    ,Landgraaf,female,35-45,"Havo, vwo, mbo2-4",CDA
1905,GM0080    ,Leeuwarden,male,45-55,"Havo, vwo, mbo2-4",VVD
1906,GM0610    ,Sliedrecht,male,55-65,"Havo, vwo, mbo2-4",CDA
1907,GM0737    ,Tytsjerksteradiel,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1908,GM0321    ,Houten,female,15-25,"Havo, vwo, mbo2-4",D66
1909,GM0193    ,Zwolle,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1910,GM0200    ,Apeldoorn,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1911,GM0362    ,Amstelveen,female,45-55,"Hbo-, wo-master, doctor",D66
1912,GM0396    ,Heemskerk,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1913,GM0352    ,Wijk bij Duurstede,male,45-55,"Havo, vwo, mbo2-4",VVD
1914,GM0748    ,Bergen op Zoom,male,15-25,"Havo, vwo, mbo2-4",D66
1915,GM0988    ,Weert,female,35-45,"Havo, vwo, mbo2-4",VVD
1916,GM0654    ,Borsele,male,65-75,"Havo, vwo, mbo2-4",BBB
1917,GM0184    ,Urk,female,15-25,"Havo, vwo, mbo2-4",VVD
1918,GM1734    ,Overbetuwe,male,15-25,Basisonderwijs,Did not vote
1919,GM0243    ,Harderwijk,male,25-35,Basisonderwijs,Did not vote
1920,GM1674    ,Roosendaal,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1921,GM0983    ,Venlo,female,55-65,"Hbo-, wo-bachelor",50PLUS
1922,GM0513    ,Gouda,female,15-25,Basisonderwijs,Did not vote
1923,GM1700    ,Twenterand,male,55-65,"Hbo-, wo-bachelor",50PLUS
1924,GM0321    ,Houten,female,25-35,"Hbo-, wo-bachelor",GL-PvdA
1925,GM0758    ,Breda,female,25-35,"Havo, vwo, mbo2-4",D66
1926,GM1700    ,Twenterand,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1927,GM0274    ,Renkum,female,45-55,"Hbo-, wo-bachelor",D66
1928,GM1954    ,Beekdaelen,male,65-75,"Hbo-, wo-bachelor",CDA
1929,GM1842    ,Midden-Delfland,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1930,GM0983    ,Venlo,male,65-75,Basisonderwijs,CDA
1931,GM0402    ,Hilversum,female,25-35,Basisonderwijs,Did not vote
1932,GM0828    ,Oss,female,55-65,"Hbo-, wo-bachelor",CDA
1933,GM0080    ,Leeuwarden,female,15-25,"Havo, vwo, mbo2-4",D66
1934,GM0394    ,Haarlemmermeer,male,45-55,"Hbo-, wo-bachelor",VVD
1935,GM0484    ,Alphen aan den Rijn,female,65-75,"Havo, vwo, mbo2-4",CDA
1936,GM1740    ,Neder-Betuwe,female,15-25,"Hbo-, wo-bachelor",D66
1937,GM0935    ,Maastricht,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1938,GM0243    ,Harderwijk,male,15-25,Basisonderwijs,Did not vote
1939,GM0826    ,Oosterhout,female,55-65,"Havo, vwo, mbo2-4",CDA
1940,GM0361    ,Alkmaar,female,45-55,"Havo, vwo, mbo2-4",CDA
1941,GM1884    ,Kaag en Braassem,male,55-65,"Havo, vwo, mbo2-4",BBB
1942,GM0014    ,Groningen (gemeente),female,65-75,"Hbo-, wo-master, doctor",D66
1943,GM0109    ,Coevorden,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1944,GM1942    ,Gooise Meren,female,15-25,"Havo, vwo, mbo2-4",D66
1945,GM0059    ,Achtkarspelen,female,55-65,"Havo, vwo, mbo2-4",CDA
1946,GM0770    ,Eersel,male,65-75,"Hbo-, wo-bachelor",CDA
1947,GM0988    ,Weert,female,45-55,"Havo, vwo, mbo2-4",CDA
1948,GM1674    ,Roosendaal,female,65-75,"Havo, vwo, mbo2-4",CDA
1949,GM1674    ,Roosendaal,male,55-65,"Havo, vwo, mbo2-4",CDA
1950,GM0363    ,Amsterdam,male,65-75,"Hbo-, wo-bachelor",D66
1951,GM0202    ,Arnhem,female,45-55,"Hbo-, wo-master, doctor",D66
1952,GM0406    ,Huizen,female,55-65,"Havo, vwo, mbo2-4",VVD
1953,GM0222    ,Doetinchem,male,15-25,"Hbo-, wo-bachelor",D66
1954,GM0622    ,Vlaardingen,male,35-45,Basisonderwijs,PVV
1955,GM0118    ,Hoogeveen,female,25-35,"Havo, vwo, mbo2-4",Other
1956,GM0505    ,Dordrecht,female,45-55,Basisonderwijs,Did not vote
1957,GM0385    ,Edam-Volendam,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1958,GM0392    ,Haarlem,female,35-45,"Havo, vwo, mbo2-4",D66
1959,GM0177    ,Raalte,male,45-55,"Havo, vwo, mbo2-4",BBB
1960,GM1586    ,Oost Gelre,female,25-35,"Havo, vwo, mbo2-4",VVD
1961,GM0479    ,Zaanstad,male,35-45,"Hbo-, wo-bachelor",D66
1962,GM0502    ,Capelle aan den IJssel,female,55-65,"Havo, vwo, mbo2-4",VVD
1963,GM0158    ,Haaksbergen,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1964,GM0014    ,Groningen (gemeente),female,45-55,"Havo, vwo, mbo2-4",GL-PvdA
1965,GM0345    ,Veenendaal,female,25-35,"Havo, vwo, mbo2-4",D66
1966,GM0361    ,Alkmaar,female,15-25,Basisonderwijs,Did not vote
1967,GM0502    ,Capelle aan den IJssel,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1968,GM0762    ,Deurne,female,25-35,"Havo, vwo, mbo2-4",VVD
1969,GM0014    ,Groningen (gemeente),female,35-45,"Havo, vwo, mbo2-4",GL-PvdA
1970,GM0935    ,Maastricht,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1971,GM0855    ,Tilburg,female,45-55,"Havo, vwo, mbo2-4",CDA
1972,GM1724    ,Bergeijk,male,65-75,"Havo, vwo, mbo2-4",BBB
1973,GM0345    ,Veenendaal,female,65-75,"Havo, vwo, mbo2-4",CDA
1974,GM1904    ,Stichtse Vecht,male,25-35,"Hbo-, wo-master, doctor",D66
1975,GM0840    ,Rucphen,male,25-35,"Hbo-, wo-bachelor",D66
1976,GM0772    ,Eindhoven,male,25-35,Basisonderwijs,Did not vote
1977,GM0983    ,Venlo,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1978,GM0796    ,'s-Hertogenbosch,male,25-35,"Hbo-, wo-master, doctor",D66
1979,GM1525    ,Teylingen,male,65-75,"Hbo-, wo-master, doctor",D66
1980,GM0243    ,Harderwijk,male,25-35,"Havo, vwo, mbo2-4",VVD
1981,GM1705    ,Lingewaard,male,15-25,"Havo, vwo, mbo2-4",BBB
1982,GM0080    ,Leeuwarden,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1983,GM0313    ,Bunschoten,female,35-45,"Havo, vwo, mbo2-4",CDA
1984,GM0637    ,Zoetermeer,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1985,GM0893    ,Bergen (L.),male,45-55,"Hbo-, wo-bachelor",VVD
1986,GM0748    ,Bergen op Zoom,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1987,GM1931    ,Krimpenerwaard,male,15-25,"Havo, vwo, mbo2-4",D66
1988,GM0114    ,Emmen,male,55-65,"Hbo-, wo-master, doctor",VVD
1989,GM0505    ,Dordrecht,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1990,GM1696    ,Wijdemeren,female,25-35,"Havo, vwo, mbo2-4",D66
1991,GM0114    ,Emmen,female,25-35,"Havo, vwo, mbo2-4",D66
1992,GM0637    ,Zoetermeer,female,35-45,"Havo, vwo, mbo2-4",D66
1993,GM1963    ,Hoeksche Waard,female,35-45,"Hbo-, wo-master, doctor",D66
1994,GM0546    ,Leiden,male,25-35,"Hbo-, wo-master, doctor",D66
1995,GM0189    ,Wierden,female,15-25,"Havo, vwo, mbo2-4",Did not vote
1996,GM1621    ,Lansingerland,female,25-35,"Hbo-, wo-bachelor",D66
1997,GM0917    ,Heerlen,male,65-75,"Havo, vwo, mbo2-4",CDA
1998,GM0384    ,Diemen,male,15-25,"Hbo-, wo-bachelor",D66
1999,GM1783    ,Westland,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
